,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
1392,Mamedyarov,Carlsen,2800,2832,D02,0-1,2017
1393,Carlsen,Caruana,2832,2808,D00,1-0,2017
1394,Carlsen,Topalov,2832,2749,D00,1-0,2017
1395,Carlsen,Nakamura,2832,2785,C50,½-½,2017
1396,Carlsen,Karjakin,2832,2781,A45,½-½,2017
1397,Carlsen,Grischuk,2832,2761,A05,0-1,2017
1398,Bacrot,Carlsen,2708,2832,B52,0-1,2017
1399,Carlsen,Bacrot,2832,2708,C50,1-0,2017
1400,Caruana,Carlsen,2808,2832,C84,½-½,2017
1401,Carlsen,Karjakin,2832,2781,C50,½-½,2017
1402,So,Carlsen,2812,2832,C50,0-1,2017
1403,Carlsen,Topalov,2832,2749,D76,1-0,2017
1404,Nakamura,Carlsen,2785,2832,D11,½-½,2017
1405,Carlsen,Vachier Lagrave,2832,2796,B92,1-0,2017
1406,Mamedyarov,Carlsen,2800,2832,E21,0-1,2017
1407,Grischuk,Carlsen,2761,2832,D10,½-½,2017
1408,Anand,Carlsen,2786,2832,C53,½-½,2017
1409,Carlsen,Karjakin,2832,2781,E48,1-0,2017
1410,Kramnik,Carlsen,2808,2832,C53,1-0,2017
1411,Carlsen,Vachier Lagrave,2832,2796,A48,½-½,2017
1412,Carlsen,Giri,2832,2771,C50,½-½,2017
1413,Aronian,Carlsen,2793,2832,D45,1-0,2017
1414,Carlsen,Nakamura,2832,2785,B90,½-½,2017
1415,Caruana,Carlsen,2808,2832,C88,½-½,2017
1416,Carlsen,So,2832,2812,C50,½-½,2017
1417,Carlsen,Nakamura,2832,2785,D00,½-½,2017
1418,Carlsen,Caruana,2832,2808,A45,1-0,2017
1419,Carlsen,Giri,2832,2771,A00,1-0,2017
1420,Anand,Carlsen,2786,2832,B56,½-½,2017
1421,Carlsen,Vachier Lagrave,2832,2796,A45,1-0,2017
1422,So,Carlsen,2812,2832,A04,0-1,2017
1423,Kramnik,Carlsen,2808,2832,B08,½-½,2017
1424,Karjakin,Carlsen,2781,2832,A90,0-1,2017
1425,Carlsen,Aronian,2832,2793,A07,1-0,2017
1426,Carlsen,Vachier Lagrave,2838,2803,B92,½-½,2017
1427,Naiditsch,Carlsen,2702,2838,A45,½-½,2017
1428,Meier,Carlsen,2621,2838,D90,0-1,2017
1429,Carlsen,Caruana,2838,2817,C42,½-½,2017
1430,Hou,Carlsen,2649,2838,B90,½-½,2017
1431,Carlsen,Aronian,2838,2774,C88,½-½,2017
1432,Bluebaum,Carlsen,2634,2838,E90,½-½,2017
1433,Carlsen,Fossan,2838,2344,D79,0-1,2017
1434,Carlsen,Karjakin,2840,2785,C53,½-½,2017
1435,Eljanov,Carlsen,2755,2840,A90,0-1,2017
1436,Carlsen,Adhiban,2840,2653,B01,½-½,2017
1437,Harikrishna,Carlsen,2766,2840,C48,½-½,2017
1438,Carlsen,Van Wely,2840,2695,B81,1-0,2017
1439,Rapport,Carlsen,2702,2840,A06,1-0,2017
1440,Carlsen,Giri,2840,2773,D05,½-½,2017
1441,Aronian,Carlsen,2780,2840,D10,½-½,2017
1442,Nepomniachtchi,Carlsen,2767,2840,A21,½-½,2017
1443,Carlsen,Wei,2840,2706,C24,1-0,2017
1444,Andreikin,Carlsen,2736,2840,E10,½-½,2017
1445,Carlsen,Wojtaszek,2840,2750,B90,1-0,2017
1446,So,Carlsen,2808,2840,D12,½-½,2017
1447,Jobava,Carlsen,2702,2840,D00,0-1,2016
1448,Radjabov,Carlsen,2710,2840,D16,0-1,2016
1449,Nakamura,Carlsen,2779,2840,D11,½-½,2016
1450,Carlsen,Onyshchuk,2840,2601,B07,1-0,2016
1451,Leko,Carlsen,2693,2840,C50,½-½,2016
1452,Carlsen,Grischuk,2840,2737,B54,½-½,2016
1453,Carlsen,Ivanchuk,2840,2747,B30,0-1,2016
1454,Vachier Lagrave,Carlsen,2804,2840,C78,0-1,2016
1455,Carlsen,Anand,2840,2779,A45,1-0,2016
1456,Carlsen,Karjakin,2840,2785,A05,0-1,2016
1457,Carlsen,Salem,2840,2656,A48,1-0,2016
1458,Carlsen,Morozevich,2840,2676,A45,1-0,2016
1459,Melkumyan,Carlsen,2633,2840,C03,0-1,2016
1460,Carlsen,Bosiocic,2840,2591,D00,1-0,2016
1461,Carlsen,Bu,2840,2705,C42,1-0,2016
1462,Carlsen,Dubov,2840,2660,A46,1-0,2016
1463,Dominguez Perez,Carlsen,2739,2840,C88,½-½,2016
1464,Yu,Carlsen,2729,2840,C89,½-½,2016
1465,Vallejo Pons,Carlsen,2711,2840,D10,0-1,2016
1466,Riazantsev,Carlsen,2671,2840,D10,0-1,2016
1467,Adly,Carlsen,2599,2840,E46,0-1,2016
1468,Carlsen,Mamedyarov,2840,2768,B13,1-0,2016
1469,Carlsen,Korobov,2840,2692,D00,0-1,2016
1470,Riazantsev,Carlsen,2671,2840,D37,0-1,2016
1471,Nepomniachtchi,Carlsen,2767,2840,B10,0-1,2016
1472,Carlsen,Vidit,2840,2689,B13,1-0,2016
1473,Aronian,Carlsen,2785,2840,A11,½-½,2016
1474,Grischuk,Carlsen,2737,2840,D16,0-1,2016
1475,Ivanchuk,Carlsen,2747,2840,D11,1-0,2016
1476,Carlsen,Jakovenko,2840,2704,D02,1-0,2016
1477,Carlsen,Bok,2840,2598,A45,1-0,2016
1478,Carlsen,Henriquez Villagra,2840,2517,B66,1-0,2016
1479,Carlsen,Ganguly,2840,2668,A00,½-½,2016
1480,Carlsen,Inarkiev,2840,2709,C50,1-0,2016
1481,Pantsulaia,Carlsen,2607,2840,A07,1-0,2016
1482,Flores,Carlsen,2579,2840,D45,0-1,2016
1483,Karjakin,Carlsen,2772,2853,C84,0-1,2016
1484,Carlsen,Karjakin,2853,2772,B54,1-0,2016
1485,Carlsen,Karjakin,2853,2772,C50,½-½,2016
1486,Karjakin,Carlsen,2772,2853,C84,½-½,2016
1487,Carlsen,Karjakin,2853,2772,C67,½-½,2016
1488,Karjakin,Carlsen,2772,2853,C84,½-½,2016
1489,Carlsen,Karjakin,2853,2772,C65,1-0,2016
1490,Karjakin,Carlsen,2772,2853,C78,½-½,2016
1491,Carlsen,Karjakin,2853,2772,D05,0-1,2016
1492,Karjakin,Carlsen,2772,2853,D10,½-½,2016
1493,Karjakin,Carlsen,2772,2853,C88,½-½,2016
1494,Carlsen,Karjakin,2853,2772,C50,½-½,2016
1495,Karjakin,Carlsen,2772,2853,C88,½-½,2016
1496,Carlsen,Karjakin,2853,2772,C67,½-½,2016
1497,Karjakin,Carlsen,2772,2853,C84,½-½,2016
1498,Carlsen,Karjakin,2853,2772,A45,½-½,2016
1499,Harikrishna,Carlsen,2752,2857,C50,½-½,2016
1500,Carlsen,Ghaem Maghami,2857,2566,D02,1-0,2016
1501,Caruana,Carlsen,2808,2857,B01,½-½,2016
1502,Carlsen,Cordova,2857,2638,E18,1-0,2016
1503,Solak,Carlsen,2635,2857,B06,0-1,2016
1504,Carlsen,Sadorra,2857,2560,C00,½-½,2016
1505,Carlsen,Winants,2857,2558,E11,1-0,2016
1506,Smerdon,Carlsen,2531,2857,B22,½-½,2016
1507,Lupulescu,Carlsen,2618,2857,D11,½-½,2016
1508,Carlsen,Hossain,2857,2431,A00,1-0,2016
1509,So,Carlsen,2770,2855,D38,½-½,2016
1510,Carlsen,Giri,2855,2785,D00,1-0,2016
1511,Karjakin,Carlsen,2773,2855,D38,½-½,2016
1512,Carlsen,Wei,2855,2696,D76,½-½,2016
1513,Nakamura,Carlsen,2787,2855,E06,½-½,2016
1514,Giri,Carlsen,2785,2855,D22,½-½,2016
1515,Carlsen,So,2855,2770,C65,1-0,2016
1516,Carlsen,Karjakin,2855,2773,B50,1-0,2016
1517,Wei,Carlsen,2696,2855,B06,0-1,2016
1518,Carlsen,Nakamura,2855,2787,B20,0-1,2016
1519,Caruana,Carlsen,2804,2855,A09,0-1,2016
1520,Aronian,Carlsen,2792,2855,A90,½-½,2016
1521,Anand,Carlsen,2770,2855,C50,0-1,2016
1522,Vachier Lagrave,Carlsen,2789,2855,E11,0-1,2016
1523,Carlsen,Kramnik,2855,2812,C67,½-½,2016
1524,Carlsen,Nakamura,2855,2787,E21,½-½,2016
1525,Carlsen,Topalov,2855,2761,D80,1-0,2016
1526,Carlsen,Giri,2855,2782,B23,0-1,2016
1527,So,Carlsen,2770,2855,A80,½-½,2016
1528,Topalov,Carlsen,2761,2855,B90,0-1,2016
1529,Carlsen,So,2855,2770,D11,1-0,2016
1530,Kramnik,Carlsen,2812,2855,A04,0-1,2016
1531,Nakamura,Carlsen,2787,2855,E11,½-½,2016
1532,Giri,Carlsen,2782,2855,C55,½-½,2016
1533,Carlsen,Aronian,2855,2792,C50,½-½,2016
1534,Carlsen,Vachier Lagrave,2855,2789,B53,0-1,2016
1535,Carlsen,Anand,2855,2770,D38,½-½,2016
1536,Carlsen,Caruana,2855,2804,E21,0-1,2016
1537,Giri,Carlsen,2782,2855,B12,0-1,2016
1538,Carlsen,Anand,2855,2770,C50,1-0,2016
1539,Carlsen,Topalov,2855,2761,E21,1-0,2016
1540,Kramnik,Carlsen,2812,2855,A04,0-1,2016
1541,Carlsen,Caruana,2855,2804,C77,0-1,2016
1542,Carlsen,Vachier Lagrave,2855,2789,A20,½-½,2016
1543,Aronian,Carlsen,2792,2855,A40,0-1,2016
1544,So,Carlsen,2770,2855,B90,½-½,2016
1545,Nakamura,Carlsen,2787,2855,D38,1-0,2016
1546,Aronian,Carlsen,2792,2855,A40,1-0,2016
1547,So,Carlsen,2770,2855,A29,0-1,2016
1548,Carlsen,Vachier Lagrave,2855,2789,A48,½-½,2016
1549,Carlsen,Kramnik,2855,2812,C65,1-0,2016
1550,Caruana,Carlsen,2804,2855,C50,1-0,2016
1551,Carlsen,Topalov,2855,2761,B51,0-1,2016
1552,Giri,Carlsen,2782,2855,B41,1-0,2016
1553,Fressinet,Carlsen,2687,2855,A40,0-1,2016
1554,Carlsen,Nakamura,2855,2787,C65,1-0,2016
1555,Nakamura,Carlsen,2787,2855,D37,0-1,2016
1556,Topalov,Carlsen,2761,2855,C84,½-½,2016
1557,Kramnik,Carlsen,2812,2855,C55,0-1,2016
1558,Carlsen,So,2855,2770,C44,½-½,2016
1559,Vachier Lagrave,Carlsen,2789,2855,C77,½-½,2016
1560,Carlsen,Aronian,2855,2792,C65,1-0,2016
1561,Carlsen,Caruana,2855,2804,B40,½-½,2016
1562,Carlsen,Fressinet,2855,2687,C11,1-0,2016
1563,Carlsen,Giri,2855,2782,B50,1-0,2016
1564,Fressinet,Carlsen,2687,2855,D05,½-½,2016
1565,Topalov,Carlsen,2761,2855,C84,0-1,2016
1566,Carlsen,Giri,2855,2782,C24,½-½,2016
1567,Carlsen,Kramnik,2855,2812,D35,1-0,2016
1568,Carlsen,Nakamura,2855,2787,E21,½-½,2016
1569,Vachier Lagrave,Carlsen,2789,2855,C78,0-1,2016
1570,Carlsen,Aronian,2855,2792,C65,1-0,2016
1571,Caruana,Carlsen,2804,2855,C78,0-1,2016
1572,Carlsen,So,2855,2770,C65,0-1,2016
1573,Carlsen,Hevia Alejano,2855,2533,A40,½-½,2016
1574,Carlsen,Grischuk,2855,2747,B10,1-0,2016
1575,Hevia Alejano,Carlsen,2533,2855,B96,0-1,2016
1576,Hevia Alejano,Carlsen,2533,2855,C95,0-1,2016
1577,Grischuk,Carlsen,2747,2855,D43,½-½,2016
1578,Carlsen,Grischuk,2855,2747,B51,0-1,2016
1579,Grischuk,Carlsen,2747,2855,C65,1-0,2016
1580,Carlsen,Eljanov,2851,2765,D30,1-0,2016
1581,Aronian,Carlsen,2784,2851,A15,1-0,2016
1582,Carlsen,Kramnik,2851,2801,D35,1-0,2016
1583,Vachier Lagrave,Carlsen,2788,2851,C67,½-½,2016
1584,Carlsen,Giri,2851,2790,C77,½-½,2016
1585,Li,Carlsen,2755,2851,D14,½-½,2016
1586,Carlsen,Grandelius,2851,2649,B29,1-0,2016
1587,Topalov,Carlsen,2754,2851,D37,½-½,2016
1588,Carlsen,Harikrishna,2851,2763,E15,1-0,2016
1589,Giri,Carlsen,2790,2851,C65,1-0,2016
1590,Carlsen,Eljanov,2851,2765,C65,1-0,2016
1591,Carlsen,Harikrishna,2851,2763,B47,1-0,2016
1592,Carlsen,Kramnik,2851,2801,D35,1-0,2016
1593,Aronian,Carlsen,2784,2851,D31,0-1,2016
1594,Carlsen,Li,2851,2755,D75,1-0,2016
1595,Grandelius,Carlsen,2649,2851,A13,½-½,2016
1596,Topalov,Carlsen,2754,2851,C76,0-1,2016
1597,Vachier Lagrave,Carlsen,2788,2851,A07,0-1,2016
1598,Carlsen,Ding,2844,2766,C80,½-½,2016
1599,So,Carlsen,2773,2844,A30,½-½,2016
1600,Carlsen,Hou,2844,2673,C42,1-0,2016
1601,Giri,Carlsen,2798,2844,D38,½-½,2016
1602,Carlsen,Adams,2844,2744,C50,1-0,2016
1603,Karjakin,Carlsen,2769,2844,C60,½-½,2016
1604,Eljanov,Carlsen,2760,2844,E10,0-1,2016
1605,Carlsen,Tomashevsky,2844,2728,A46,1-0,2016
1606,Van Wely,Carlsen,2640,2844,D83,0-1,2016
1607,Carlsen,Mamedyarov,2844,2747,E60,½-½,2016
1608,Wei,Carlsen,2706,2844,C89,½-½,2016
1609,Carlsen,Caruana,2844,2787,A00,½-½,2016
1610,Navara,Carlsen,2730,2844,D37,½-½,2016
1611,Carlsen,Kramnik,2834,2796,C67,½-½,2015
1612,Yu,Carlsen,2736,2834,E21,0-1,2015
1613,Carlsen,Yu,2834,2736,A45,1-0,2015
1614,Mamedyarov,Carlsen,2748,2834,D38,0-1,2015
1615,Carlsen,Giri,2834,2784,B92,½-½,2015
1616,So,Carlsen,2775,2834,C97,½-½,2015
1617,Carlsen,Li,2834,2750,D70,1-0,2015
1618,Duda,Carlsen,2663,2834,B92,0-1,2015
1619,Carlsen,Yuffa,2834,2504,E62,1-0,2015
1620,Aravindh,Carlsen,2486,2834,B20,0-1,2015
1621,Carlsen,Batsiashvili,2834,2498,A07,½-½,2015
1622,Carlsen,Vachier Lagrave,2834,2773,B52,1-0,2015
1623,Vachier Lagrave,Carlsen,2773,2834,A16,½-½,2015
1624,Carlsen,Grischuk,2834,2747,B51,1-0,2015
1625,Topalov,Carlsen,2803,2834,D41,½-½,2015
1626,Carlsen,Nakamura,2834,2793,D11,1-0,2015
1627,Giri,Carlsen,2784,2834,C91,½-½,2015
1628,Aronian,Carlsen,2788,2834,D41,½-½,2015
1629,Carlsen,Adams,2834,2737,A07,½-½,2015
1630,Anand,Carlsen,2796,2834,C67,½-½,2015
1631,Carlsen,Caruana,2834,2787,C67,½-½,2015
1632,Vachier Lagrave,Carlsen,2773,2834,B33,½-½,2015
1633,Carlsen,Wojtaszek,2850,2748,A45,1-0,2015
1634,Nisipeanu,Carlsen,2683,2850,C69,½-½,2015
1635,Carlsen,Papaioannou,2850,2638,E11,½-½,2015
1636,Leko,Carlsen,2708,2850,C84,0-1,2015
1637,Carlsen,Pelletier,2850,2566,A30,0-1,2015
1638,Hansen,Carlsen,2566,2850,E10,½-½,2015
1639,Carlsen,Aronian,2850,2781,C65,0-1,2015
1640,Carlsen,Jones,2850,2623,A16,1-0,2015
1641,Carlsen,Svidler,2850,2727,C90,½-½,2015
1642,Carlsen,Grischuk,2850,2774,A04,0-1,2015
1643,Carlsen,Ivanchuk,2850,2726,A45,0-1,2015
1644,Vovk,Carlsen,2617,2850,D30,½-½,2015
1645,Gelfand,Carlsen,2741,2850,A90,0-1,2015
1646,Kramnik,Carlsen,2777,2850,A07,½-½,2015
1647,Radjabov,Carlsen,2738,2850,D02,1-0,2015
1648,Zhigalko,Carlsen,2656,2850,C50,½-½,2015
1649,Carlsen,Tomashevsky,2850,2758,B10,1-0,2015
1650,Carlsen,Akopian,2850,2648,B30,1-0,2015
1651,Carlsen,Vallejo Pons,2850,2684,A80,1-0,2015
1652,Eljanov,Carlsen,2717,2850,D02,0-1,2015
1653,Carlsen,Aronian,2850,2784,A48,½-½,2015
1654,Carlsen,Vachier Lagrave,2850,2758,A05,1-0,2015
1655,Carlsen,Karjakin,2850,2762,A45,0-1,2015
1656,Nikolic,Carlsen,2603,2850,D30,0-1,2015
1657,Petrosian,Carlsen,2625,2850,A07,½-½,2015
1658,Andreikin,Carlsen,2720,2850,C49,0-1,2015
1659,Socko,Carlsen,2599,2850,C53,0-1,2015
1660,Carlsen,Fressinet,2850,2702,A45,1-0,2015
1661,Zhigalko,Carlsen,2656,2850,C88,0-1,2015
1662,Mamedyarov,Carlsen,2736,2850,E52,½-½,2015
1663,Dominguez Perez,Carlsen,2732,2850,C88,½-½,2015
1664,Carlsen,Ivanchuk,2850,2726,C42,1-0,2015
1665,Carlsen,Kramnik,2850,2777,C67,½-½,2015
1666,Carlsen,Dubov,2850,2661,D10,½-½,2015
1667,Nepomniachtchi,Carlsen,2705,2850,C45,½-½,2015
1668,Carlsen,Guseinov,2850,2634,A48,1-0,2015
1669,Carlsen,Radjabov,2850,2738,A48,1-0,2015
1670,Wojtaszek,Carlsen,2734,2850,A90,0-1,2015
1671,Carlsen,Bruzon Batista,2850,2659,D36,1-0,2015
1672,Ghaem Maghami,Carlsen,2596,2850,A28,½-½,2015
1673,Kryvoruchko,Carlsen,2710,2850,C53,½-½,2015
1674,Vallejo Pons,Carlsen,2684,2850,C95,0-1,2015
1675,Carlsen,Wagner,2850,2575,A45,1-0,2015
1676,Carlsen,Nakamura,2853,2814,D31,½-½,2015
1677,Carlsen,Grischuk,2853,2771,B92,0-1,2015
1678,Aronian,Carlsen,2765,2853,A29,½-½,2015
1679,Carlsen,So,2853,2779,B90,1-0,2015
1680,Giri,Carlsen,2793,2853,B33,½-½,2015
1681,Carlsen,Vachier Lagrave,2853,2731,A15,1-0,2015
1682,Caruana,Carlsen,2808,2853,C78,0-1,2015
1683,Carlsen,Topalov,2853,2816,B51,0-1,2015
1684,Anand,Carlsen,2816,2853,C67,½-½,2015
1685,Hammer,Carlsen,2677,2876,D30,1-0,2015
1686,Carlsen,Aronian,2876,2780,C90,1-0,2015
1687,Vachier Lagrave,Carlsen,2723,2876,D43,½-½,2015
1688,Carlsen,Nakamura,2876,2802,D56,½-½,2015
1689,Carlsen,Grischuk,2876,2781,B91,1-0,2015
1690,Anand,Carlsen,2804,2876,C84,1-0,2015
1691,Carlsen,Giri,2876,2773,B51,½-½,2015
1692,Caruana,Carlsen,2805,2876,C67,1-0,2015
1693,Carlsen,Topalov,2876,2798,D43,0-1,2015
1694,Carlsen,Aronian,2876,2780,C36,½-½,2015
1695,Carlsen,Vachier Lagrave,2876,2723,A05,0-1,2015
1696,Carlsen,Nakamura,2876,2802,A04,1-0,2015
1697,Carlsen,Hammer,2876,2677,D31,1-0,2015
1698,Topalov,Carlsen,2798,2876,B06,0-1,2015
1699,Anand,Carlsen,2804,2876,C60,0-1,2015
1700,Giri,Carlsen,2773,2876,C60,½-½,2015
1701,Caruana,Carlsen,2805,2876,B01,½-½,2015
1702,Grischuk,Carlsen,2781,2876,A90,1-0,2015
1703,Carlsen,Mamedov,2863,2658,A15,1-0,2015
1704,So,Carlsen,2788,2863,A29,½-½,2015
1705,Carlsen,Kramnik,2863,2783,C65,1-0,2015
1706,Giri,Carlsen,2790,2863,D38,½-½,2015
1707,Carlsen,Vachier Lagrave,2863,2765,A05,1-0,2015
1708,Adams,Carlsen,2745,2863,C76,½-½,2015
1709,Caruana,Carlsen,2802,2863,A90,0-1,2015
1710,Carlsen,Mamedyarov,2863,2756,D11,1-0,2015
1711,Anand,Carlsen,2791,2863,C89,½-½,2015
1712,Carlsen,Naiditsch,2865,2706,E11,½-½,2015
1713,Carlsen,Bacrot,2865,2711,A48,½-½,2015
1714,Naiditsch,Carlsen,2706,2865,C67,½-½,2015
1715,Carlsen,Naiditsch,2865,2706,B91,1-0,2015
1716,Carlsen,Naiditsch,2865,2706,E11,1-0,2015
1717,Caruana,Carlsen,2811,2865,C67,½-½,2015
1718,Naiditsch,Carlsen,2706,2865,C49,1-0,2015
1719,Carlsen,Baramidze,2865,2594,C95,1-0,2015
1720,Anand,Carlsen,2797,2865,A90,0-1,2015
1721,Naiditsch,Carlsen,2706,2865,B06,1-0,2015
1722,Carlsen,Adams,2865,2738,A29,1-0,2015
1723,Aronian,Carlsen,2777,2865,D36,½-½,2015
1724,Carlsen,Saric,2862,2666,B30,½-½,2015
1725,Ding,Carlsen,2732,2862,D37,½-½,2015
1726,Carlsen,Vachier Lagrave,2862,2757,D85,½-½,2015
1727,Ivanchuk,Carlsen,2715,2862,D38,½-½,2015
1728,Carlsen,Radjabov,2862,2734,C65,1-0,2015
1729,Jobava,Carlsen,2727,2862,A01,0-1,2015
1730,Carlsen,Hou,2862,2673,B32,1-0,2015
1731,Caruana,Carlsen,2820,2862,B31,0-1,2015
1732,Carlsen,Aronian,2862,2797,D38,1-0,2015
1733,Van Wely,Carlsen,2667,2862,E60,0-1,2015
1734,Wojtaszek,Carlsen,2744,2862,A41,1-0,2015
1735,Carlsen,So,2862,2762,E46,½-½,2015
1736,Giri,Carlsen,2784,2862,A40,½-½,2015
1737,Carlsen,Anand,2863,2792,C67,1-0,2014
1738,Anand,Carlsen,2792,2863,D97,½-½,2014
1739,Carlsen,Anand,2863,2792,C67,½-½,2014
1740,Anand,Carlsen,2792,2863,D37,½-½,2014
1741,Carlsen,Anand,2863,2792,C67,½-½,2014
1742,Carlsen,Anand,2863,2792,B41,1-0,2014
1743,Anand,Carlsen,2792,2863,E15,½-½,2014
1744,Carlsen,Anand,2863,2792,B40,½-½,2014
1745,Anand,Carlsen,2792,2863,D37,1-0,2014
1746,Carlsen,Anand,2863,2792,C65,1-0,2014
1747,Anand,Carlsen,2792,2863,D85,½-½,2014
1748,Aronian,Carlsen,2805,2877,A47,0-1,2014
1749,Carlsen,Topalov,2877,2772,E21,½-½,2014
1750,Carlsen,Caruana,2877,2801,C24,0-1,2014
1751,Nakamura,Carlsen,2787,2877,C60,½-½,2014
1752,Vachier Lagrave,Carlsen,2768,2877,C45,½-½,2014
1753,Saric,Carlsen,2671,2877,C61,1-0,2014
1754,Carlsen,Solak,2877,2632,A11,1-0,2014
1755,Predojevic,Carlsen,2604,2877,A37,0-1,2014
1756,Carlsen,Naiditsch,2877,2709,E21,0-1,2014
1757,Caruana,Carlsen,2801,2877,B01,0-1,2014
1758,Topalov,Carlsen,2772,2877,C67,½-½,2014
1759,Aronian,Carlsen,2805,2877,D16,½-½,2014
1760,Carlsen,Wojtaszek,2877,2735,B26,1-0,2014
1761,Carlsen,Aronian,2877,2805,D56,½-½,2014
1762,Caruana,Carlsen,2801,2877,B36,½-½,2014
1763,Carlsen,Djukic,2877,2521,B01,1-0,2014
1764,Nyback,Carlsen,2591,2877,D11,½-½,2014
1765,Carlsen,Nakamura,2877,2787,D10,1-0,2014
1766,Carlsen,Vachier Lagrave,2877,2768,B35,½-½,2014
1767,Carlsen,Korobov,2881,2680,D45,1-0,2014
1768,Yudin,Carlsen,2546,2881,C50,0-1,2014
1769,Carlsen,Morozevich,2881,2731,A31,½-½,2014
1770,Carlsen,Dreev,2881,2667,B10,1-0,2014
1771,Carlsen,Anand,2881,2785,C65,½-½,2014
1772,Carlsen,Polgar,2881,2685,E81,1-0,2014
1773,Aronian,Carlsen,2815,2881,E15,½-½,2014
1774,Mamedov,Carlsen,2659,2881,C25,0-1,2014
1775,Grischuk,Carlsen,2792,2881,D37,½-½,2014
1776,Meier,Carlsen,2632,2881,A05,0-1,2014
1777,Carlsen,Nakamura,2881,2775,C45,½-½,2014
1778,Carlsen,Le,2881,2712,D73,1-0,2014
1779,Carlsen,Harikrishna,2881,2726,B51,1-0,2014
1780,Carlsen,Iturrizaga Bonelli,2881,2653,A31,1-0,2014
1781,Fedoseev,Carlsen,2662,2881,D11,0-1,2014
1782,Nepomniachtchi,Carlsen,2730,2881,C45,½-½,2014
1783,Carlsen,Guseinov,2881,2613,A49,1-0,2014
1784,Ragger,Carlsen,2632,2881,E06,0-1,2014
1785,Lu,Carlsen,2546,2881,C25,1-0,2014
1786,Fressinet,Carlsen,2717,2881,B02,0-1,2014
1787,Carlsen,Mamedyarov,2881,2743,D38,1-0,2014
1788,Yu,Carlsen,2675,2881,C45,0-1,2014
1789,Radjabov,Carlsen,2724,2881,C53,½-½,2014
1790,Carlsen,Anand,2881,2785,D10,0-1,2014
1791,Aronian,Carlsen,2815,2881,D38,½-½,2014
1792,Carlsen,Grischuk,2881,2792,E81,1-0,2014
1793,Kryvoruchko,Carlsen,2707,2881,B51,0-1,2014
1794,Carlsen,Movsesian,2881,2672,D38,1-0,2014
1795,Carlsen,Fressinet,2881,2717,D11,½-½,2014
1796,Karjakin,Carlsen,2771,2881,B77,½-½,2014
1797,Carlsen,Caruana,2881,2791,C41,1-0,2014
1798,Carlsen,Potkin,2881,2621,B48,1-0,2014
1799,Carlsen,Georgiev,2881,2644,D58,1-0,2014
1800,Tomashevsky,Carlsen,2695,2881,E12,½-½,2014
1801,Carlsen,Inarkiev,2881,2682,E60,1-0,2014
1802,Guseinov,Carlsen,2613,2881,C08,½-½,2014
1803,Carlsen,Agdestein,2881,2628,E15,1-0,2014
1804,Svidler,Carlsen,2753,2881,A27,½-½,2014
1805,Carlsen,Grischuk,2881,2792,D91,½-½,2014
1806,Karjakin,Carlsen,2771,2881,C67,½-½,2014
1807,Carlsen,Aronian,2881,2815,D38,1-0,2014
1808,Topalov,Carlsen,2772,2881,D38,½-½,2014
1809,Carlsen,Caruana,2881,2791,D70,½-½,2014
1810,Kramnik,Carlsen,2783,2881,E00,½-½,2014
1811,Carlsen,Giri,2881,2752,A34,½-½,2014
1812,Svidler,Carlsen,2753,2881,A10,0-1,2014
1813,Carlsen,Agdestein,2881,2628,B42,1-0,2014
1814,Carlsen,Caruana,2881,2791,C07,1-0,2014
1815,Carlsen,Aronian,2881,2815,D38,½-½,2014
1816,Kramnik,Carlsen,2783,2881,E32,½-½,2014
1817,Carlsen,Giri,2881,2752,D97,1-0,2014
1818,Grischuk,Carlsen,2792,2881,D37,½-½,2014
1819,Karjakin,Carlsen,2771,2881,C60,0-1,2014
1820,Topalov,Carlsen,2772,2881,C44,0-1,2014
1821,Carlsen,Caruana,2881,2783,A49,1-0,2014
1822,Radjabov,Carlsen,2713,2881,C92,½-½,2014
1823,Carlsen,Karjakin,2881,2772,E15,½-½,2014
1824,Nakamura,Carlsen,2772,2881,E20,0-1,2014
1825,Mamedyarov,Carlsen,2760,2881,E34,0-1,2014
1826,Carlsen,Radjabov,2881,2713,E70,0-1,2014
1827,Caruana,Carlsen,2783,2881,C67,1-0,2014
1828,Karjakin,Carlsen,2772,2881,E20,½-½,2014
1829,Carlsen,Nakamura,2881,2772,D12,1-0,2014
1830,Carlsen,Mamedyarov,2881,2760,D52,1-0,2014
1831,Carlsen,Georgiev,2881,2553,C78,1-0,2014
1832,Delgado Ramirez,Carlsen,2586,2881,C65,0-1,2014
1833,Carlsen,Nielsen,2881,2653,B52,1-0,2014
1834,Carlsen,El Debs,2881,2511,B40,1-0,2014
1835,Carlsen,Mekhitarian,2881,2562,C53,1-0,2014
1836,Milos,Carlsen,2583,2881,C63,½-½,2014
1837,Contin,Carlsen,2328,2881,A29,0-1,2014
1838,Carlsen,Milos,2881,2583,A41,1-0,2014
1839,Carlsen,Rodriguez Vila,2881,2437,A04,1-0,2014
1840,Rodriguez Vila,Carlsen,2437,2881,C53,½-½,2014
1841,Milos,Carlsen,2583,2881,A28,0-1,2014
1842,Rodriguez Vila,Carlsen,2437,2881,C53,0-1,2014
1843,Milos,Carlsen,2583,2881,B42,0-1,2014
1844,Leitao,Carlsen,2645,2881,D11,0-1,2014
